id,collection,dspace.entity.type,nrcan.sponsor.code,nrcan.sponsor.program[en],nrcan.sponsor.program[fr],dc.title[en],dc.title[fr],nrcan.sponsor.url[en],nrcan.sponsor.url[fr]
+,123456789s/21,Sponsor,340351,Targeted Geoscience Initiative (TGI-5),Initiative géoscientifique ciblée (IGC-5),Uranium ore systems - deep metasomatic processes,Systèmes minéralisés d'uranium - processus métasomatiques en profondeur,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/targeted-geoscience-initiative/10907,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/initiative-geoscientifique-ciblee/10908
+,123456789s/21,Sponsor,340360,Targeted Geoscience Initiative (TGI-5),Initiative géoscientifique ciblée (IGC-5),Intrusion/Porphyry ore systems - porphyry processes - mineral markers,Systèmes minéralisés intrusions/porphyriques - processus porphyriques - minéraux marqueurs,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/targeted-geoscience-initiative/10907,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/initiative-geoscientifique-ciblee/10908
+,123456789s/21,Sponsor,340391,Targeted Geoscience Initiative (TGI-6),Initiative géoscientifique ciblée (IGC-6),Hydrothermal Ore Systems,Systèmes minéralisés hydrothermaux,https://www.nrcan.gc.ca/science-data/science-research/earth-sciences/targeted-geoscience-initiative-increasing-deep-exploration-effectiveness/10907,https://www.rncan.gc.ca/science-data/science-research/earth-sciences/initiative-geoscientifique-ciblee-accroitre-lefficacite-de-lexploration-en-profondeur/10908
+,123456789s/21,Sponsor,340392,Targeted Geoscience Initiative (TGI-6),Initiative géoscientifique ciblée (IGC-6),Magmatic Ore Systems,Systèmes de minerai magmatiques,https://www.nrcan.gc.ca/science-data/science-research/earth- sciences/targeted-geoscience-initiative-increasing-deep-expl oration-effectiveness/10907,https://www.rncan.gc.ca/science-data/science-research/earth- sciences/initiative-geoscientifique-ciblee-accroitre-leffica cite-de-lexploration-en-profondeur/10908
+,123456789s/21,Sponsor,340400,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,,,,
+,123456789s/21,Sponsor,340410,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,GEM Program Management,Gestion du programme GEM,,
+,123456789s/21,Sponsor,340411,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,GEM Program Coordination,Coordination du programme GEM,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340412,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,GSC Science Laboratory Network,Réseau des laboratoires scientifiques de la CGC,http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340413,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Digital cartographic services,Services de cartographie numérique,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340414,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Geoanalytics,Géoanalytiques,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340415,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Geomapping for Energy & Minerals (GEM) - Geo-mapping Frontiers,La géocartographie de l'énergie et des minéraux - Les frontières de la géocartographie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340416,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Information Management,Gestion de l'information,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340417,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,Program Strategy and Engagement,Stratégie et engagement du programme,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/recherche-geoscientifique-dans-le-nord-du-canada-gem-geonord/18216
+,123456789s/21,Sponsor,340418,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,TransGEM,TransGEM,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340419,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,GEM Synthesis,Synthèse de GEM,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340431,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Energy Component Coordination,Composante GEM énergie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340433,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Mackenzie Delta and Corridor,Corridor et delta du Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340435,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Baffin Bay Sedimentary Basins - Canadian Arctic Petroleum Systems East (CAPSE),Bassins sédimentaires de la baie de Baffin - Systèmes de pétrole dans l'Arctique canadien est (CAPSE),http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340437,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Uranium,Uranium,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-de-la-terre/gem-la-geocartographie-de-lenergie-et-des-mineraux/18216
+,123456789s/21,Sponsor,340440,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Minerals Component,La composante GEM minéraux,http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340445,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,"Multiple Metals - NW Canadian Cordillera (Yukon, B.C.)",Gisements polymétalliques - nord-ouest de la Cordillère canadienne (Yukon et Colombie-Britannique),http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340447,GEM: Geo-mapping for Energy and Minerals,GEM : La géocartographie de l'énergie et des minéraux,Melville Peninsula,Péninsule de Melville,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340471,GEM-GeoNorth: Geo-mapping for Energy and Minerals,GEM-GéoNord : La géocartographie de l'énergie et des minéraux,Development of Innovative Data-Driven Tools to Support Decision Making - Canada in 3D,Développement d'outils innovants données pour soutenir la prise de décision - Canada en 3D,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-terre/recherche-geoscientifique-dans-le-nord-du-canada-gem-geonord/18216
+,123456789s/21,Sponsor,340500,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Region,Région de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340501,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Project Management,Gestion du programme de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340502,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Bedrock Mapping,Cartographie du substratum rocheux de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340503,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Petroleum Systems,Systèmes pétroliers de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340504,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Region Atlas,Atlas régionale de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340505,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Marine Survey,Levé marin de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340506,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin Transect,Transect de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340507,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Cretaceous Stratigrphy,Stratigraphie crétacée,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340508,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Mary River North Baffin,Mary River nord de Baffin,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340510,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Region,Région de l'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340511,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Project Management,Gestion de programme de la région d'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340512,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Core Zone,Zone centrale de la région d'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340513,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Hudson/Ungava, Northeastern Quebec-Labrador, surficial geology","Nord-est du Québec-Labrador, géologie des dépôts meubles de la région d'Hudson/Ungava",http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340514,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Hudson/Ungava, Stratigraphy Petroleum Basins",Stratigraphie des bassins pétroliers de la région d'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340515,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Hydrocarbon source rocks,Roches mères des hydrocarbures de la région d'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340516,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Radarsat and Oil Slicks,Radarsat et les nappes de pétrole de la région d'Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340517,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Baffin/Hudson/Ungava High Resolution Bathymetry,Bathymétrie à haute résolution de la région de Baffin/Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340518,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava Geophysics - Mount Southampton and Kaskattama Highlands,Géophysique du Mont Southampton et des hauts plateaux de Kaskattama de la région d' Hudson/Ungava,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340519,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Hudson/Ungava - Saglek Block: Canada-Greenland connection and metallogeny,Hudson/Ungava - Bloc Saglek : Connexion et métallogénie Canada-Groenland,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340520,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Rae Province,La province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340521,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Rae Province Project Management,Gestion de programme de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340522,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,South Rae Province Bedrock/Surficial geology,Géologie du substratum rocheux et des dépôts meubles du sud de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340523,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Rae Province, Chantrey-Thelon",Chantrey-Thelon de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340524,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Rae Province, Tehery-Wager Bay",Tehery-Wager Bay de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340525,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Rae Province, Boothia-Somerset",Boothia-Somerset de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340526,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Rae Province, Synthesis of glacial history",Synthèse de l'histoire glaciaire de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340530,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Arctic-Beaufort-Northern Yukon,L'ouest de l'Arctique-Beaufort-nord du Yukon,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340531,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Arctic Project Management,Gestion de programme de l'ouest de l'Arctique,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340532,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Arctic, High Arctic LIP",LIP de l'haut-Arctique de l'ouest de l'Arctique,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340533,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Arctic Sverdrup Basin,Bassin de Sverdrup de l'ouest de l'Arctique,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340534,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Arctic, Pearya Terrane, North Ellesmere","Terrane Pearya, Ellesmere nord de l'ouest de l'Arctique",http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340535,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Western Arctic, Tertiary Onshore, Smoking Hills","Smoking Hills, géologie tertiaire du territoire de l'ouest de l'Arctique",http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340536,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Arctic-Beaufort-Northern Yukon - Richardson Mountains,L'ouest de l'Arctique-Beaufort-nord du Yukon - Richardson Mountains,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340540,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Mackenzie Corridor,Corridor de Mackenzie,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-de-la-terre/gem-la-geocartographie-de-lenergie-et-des-mineraux/18216
+,123456789s/21,Sponsor,340541,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Mackenzie Corridor Project Management,Gestion de programme du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340542,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Shield to Selwyn",Bouclier à Selwyn du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340543,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Bear-Slave Surficial Mapping - Quaternary","Corridor de Mackenzie, Cartographie des dépôts meubles du Quaternaire de la région de Bear-Slave",,
+,123456789s/21,Sponsor,340544,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Shield-to-Selwyn geo-transect, Mackenzie-Selwyn sub-activity","Géo-transect Shield à Selwyn, sous-projet Mackenzie-Selwyn du corridor de Mackenzie",http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340545,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, North Bear Surficial Mapping",Cartographie des dépôts meubles de North Bear du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340546,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Coppermine River Transect",Transect de Coppermine River du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340547,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Glacial limits of western Northwest Territories",Limites glaciaires de l'ouest des Territoires du Nord-Ouest du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340548,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Mackenzie Corridor, Southern Mackenzie Surficial Mapping",Cartographie des dépôts meubles du sud du Mackenzie du corridor de Mackenzie,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
+,123456789s/21,Sponsor,340549,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,"Rae Province, Synthesis of glacial history",Synthèse de l'histoire glaciaire de la province de Rae,http://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/activities/16985,http://www.rncan.gc.ca/sciences-terre/ressources/programmes-federaux/geocartographie-energie-mineraux/activites/16986
+,123456789s/21,Sponsor,340550,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Cordillera,L'ouest de la Cordillère,https://www.nrcan.gc.ca/earth-sciences/resources/federal-programs/geomapping-energy-minerals/18215,https://www.rncan.gc.ca/sciences-de-la-terre/ressources-sciences-de-la-terre/programmes-federaux-sciences-de-la-terre/gem-la-geocartographie-de-lenergie-et-des-mineraux/18216
+,123456789s/21,Sponsor,340551,GEM2: Geo-mapping for Energy and Minerals,GEM2 : La géocartographie de l'énergie et des minéraux,Western Cordillera Project Management,Gestion de programme de l'ouest de la Cordillère,http://www.nrcan.gc.ca/earth-sciences/resources/federal-prog rams/geomapping-energy-minerals/10904,http://www.rncan.gc.ca/sciences-terre/ressources/programmes- federaux/geocartographie-energie-mineraux/10905
