id,collection,dspace.entity.type,dc.title[en],dc.title[fr],nrcan.area.source
+,123456789s/18,Area,île aux Canes Migratory Bird Sanctuary,Refuge d'oiseaux de l'le aux Canes,geo names db
+,123456789s/18,Area,Shepherd Island Migratory Bird Sanctuary,Refuge d'oiseaux de Shepherd Island,geo names db
+,123456789s/18,Area,Perry Island,île Perry,geo names db
+,123456789s/18,Area,Terra Nova Bird Sanctuary,Refuge d'oiseaux de Terra-Nova,geo names db
+,123456789s/18,Area,Black Pond Bird Sanctuary,Refuge d'oiseaux de Black Pond,geo names db
+,123456789s/18,Area,Cape Jourimain National Wildlife Area,Réserve nationale de faune du Cap-Jourimain,geo names db
+,123456789s/18,Area,Portage Island National Wildlife Area,Réserve nationale de faune de l'île-Portage,geo names db
+,123456789s/18,Area,Shepody National Wildlife Area,Réserve nationale de faune de Shepody,geo names db
+,123456789s/18,Area,Tintamarre National Wildlife Area,Réserve nationale de faune de Tintamarre,geo names db
+,123456789s/18,Area,Saint Croix Island International Historic Site,Lieu historique international de l'île-Sainte-Croix,geo names db
+,123456789s/18,Area,Inkerman Migratory Bird Sanctuary,Refuge d'oiseaux migrateurs d'Inkerman,geo names db
+,123456789s/18,Area,Portobello Creek National Wildlife Area,Réserve nationale de faune de Portobello Creek,geo names db
+,123456789s/18,Area,Grand Manan Bird Sanctuary,Refuge d'oiseaux de Grand Manan,geo names db
+,123456789s/18,Area,Machias Seal Island Bird Sanctuary,Refuge d'oiseaux de l'le Machias Seal,geo names db
+,123456789s/18,Area,Baie de l'Isle-Verte National Wildlife Area,Réserve nationale de faune de la Baie de l'Isle-Verte,geo names db
+,123456789s/18,Area,Cap Tourmente National Wildlife Area,Réserve nationale de faune du cap Tourmente,geo names db
+,123456789s/18,Area,îles de Contrecoeur National Wildlife Area,Réserve nationale de faune des les de Contrecoeur,geo names db
+,123456789s/18,Area,îles de l'Estuaire National Wildlife Area,Réserve nationale de faune des les de l'estuaire,geo names db
+,123456789s/18,Area,îles de la Paix National Wildlife Area,Réserve nationale de faune des les de la Paix,geo names db
+,123456789s/18,Area,Lac Saint-François National Wildlife Area,Réserve nationale de faune du lac Saint-François,geo names db
+,123456789s/18,Area,Pointe-au-Père National Wildlife Area,Réserve nationale de faune de Pointe-au-père,geo names db
+,123456789s/18,Area,Pointe de l'Est National Wildlife Area,Réserve nationale de faune de la pointe de l'Est,geo names db
+,123456789s/18,Area,L'Islet Bird Sanctuary,Refuge d'oiseaux de L'Islet,geo names db
+,123456789s/18,Area,Boatswain Bay Bird Sanctuary,Refuge d'oiseaux de la baie Boatswain,geo names db
+,123456789s/18,Area,Betchouane Bird Sanctuary,Refuge d'oiseaux de Betchouane,geo names db
+,123456789s/18,Area,Rochers-aux-Oiseaux Migratory Bird Sanctuary,Refuge d'oiseaux des Rochers-aux-Oiseaux,geo names db
+,123456789s/18,Area,Bonaventure Island and Perc Rock Bird Sanctuary,Refuge d'oiseaux de l'île Bonaventure et du Rocher Perc,geo names db
+,123456789s/18,Area,Belvans Cove,Baie Béland,geo names db
+,123456789s/18,Area,Brador Bay Bird Sanctuary,Refuge d'oiseaux de la baie Brador,geo names db
+,123456789s/18,Area,Cap-Saint-Ignace Bird Sanctuary,Refuge d'oiseaux de Cap-Saint-Ignace,geo names db
+,123456789s/18,Area,Corossol Island Bird Sanctuary,Refuge d'oiseaux de l'île du Corossol,geo names db
+,123456789s/18,Area,Couvée Islands Bird Sanctuary,Refuge d'oiseaux des îles de la Couve,geo names db
+,123456789s/18,Area,Kennedy Channel,Passage Kennedy,geo names db
+,123456789s/18,Area,Saint Croix Provincial Park,Parc provincial Sainte-Croix,geo names db
+,123456789s/18,Area,Murray Beach Provincial Park,Parc provincial Murray Beach,geo names db
+,123456789s/18,Area,Black Loyalist Brook,Ruisseau Black Loyalist,geo names db
+,123456789s/18,Area,Lorneville Head,Cap Lorneville,geo names db
+,123456789s/18,Area,New River Beach Provincial Park,Parc provincial New River Beach,geo names db
+,123456789s/18,Area,Parlee Beach Provincial Park,Parc provincial Parlee Beach,geo names db
+,123456789s/18,Area,Lepreau Falls Provincial Park,Parc provincial Lepreau Falls,geo names db
+,123456789s/18,Area,Val Comeau Provincial Park,Parc provincial Val Comeau,geo names db
+,123456789s/18,Area,Richards Lake,Lac Richards,geo names db
+,123456789s/18,Area,The Rocks Provincial Park,Parc provincial The Rocks,geo names db
+,123456789s/18,Area,Oak Bay Provincial Park,Parc provincial Oak Bay,geo names db
+,123456789s/18,Area,Dinosaur Provincial Park,Parc provincial Dinosaur,geo names db
+,123456789s/18,Area,île à la Brume Bird Sanctuary,Refuge d'oiseaux de l'île  la Brume,geo names db
+,123456789s/18,Area,île aux Basques Bird Sanctuary,Refuge d'oiseaux de l'île aux Basques,geo names db
+,123456789s/18,Area,Sugarloaf Provincial Park,Parc provincial Sugarloaf,geo names db
+,123456789s/18,Area,Herring Cove Provincial Park,Parc provincial Herring Cove,geo names db
+,123456789s/18,Area,Mount Carleton Provincial Park,Parc provincial Mont Carleton,geo names db
+,123456789s/18,Area,The Anchorage Provincial Park,Parc provincial The Anchorage,geo names db
+,123456789s/18,Area,Mactaquac Provincial Park,Parc provincial Mactaquac,geo names db
+,123456789s/18,Area,île aux Hérons Bird Sanctuary,Refuge d'oiseaux de l'×le aux Hrons,geo names db
+,123456789s/18,Area,Miguasha National Park,Parc national Miguasha,geo names db
+,123456789s/18,Area,îles de la Paix Bird Sanctuary,Refuge d'oiseaux des îles de la Paix,geo names db
+,123456789s/18,Area,Montmagny Bird Sanctuary,Refuge d'oiseaux de Montmagny,geo names db
+,123456789s/18,Area,Mont-Saint-Hilaire Bird Sanctuary,Refuge d'oiseaux de Mont-Saint-Hilaire,geo names db
+,123456789s/18,Area,Philipsburg Bird Sanctuary,Refuge d'oiseaux de Philipsburg,geo names db
+,123456789s/18,Area,Saint-Augustin Bird Sanctuary,Refuge d'oiseaux de Saint-Augustin,geo names db
+,123456789s/18,Area,Île Sainte-Marie Bird Sanctuary,Refuge d'oiseaux des îles Sainte-Marie,geo names db
+,123456789s/18,Area,Donquan Lake,Lac Donquan,geo names db
+,123456789s/18,Area,Trois-Saumons Bird Sanctuary,Refuge d'oiseaux de Trois-Saumons,geo names db
+,123456789s/18,Area,Senneville Bird Sanctuary,Refuge d'oiseaux de Senneville,geo names db
+,123456789s/18,Area,Watshishou Bird Sanctuary,Refuge d'oiseaux de Watshishou,geo names db
+,123456789s/18,Area,Gros-Mécatina Bird Sanctuary,Refuge d'oiseaux de Gros-Mécatina,geo names db
+,123456789s/18,Area,Fanshawe Dam Training Area,Champ de manoeuvre Fanshawe Dam,geo names db
+,123456789s/18,Area,HMCS Haida National Historic Site of Canada,Lieu historique national du Canada du N. C. S. M. Haida,geo names db
+,123456789s/18,Area,West Branch Pollard Brook,Ruisseau Pollard,geo names db
+,123456789s/18,Area,Juan de Fuca Strait,Détroit de Juan de Fuca,geo names db
+,123456789s/18,Area,Centretown,Centre-ville,geo names db
+,123456789s/18,Area,Bois Blanc Island Lighthouse and Blockhouse National Historic Site of Canada,Lieu historique national du Canada du Phare-et-du-Blockhaus-de-l'île-Bois-Blanc,geo names db
+,123456789s/18,Area,Africville National Historic Site of Canada,Lieu historique national du Canada Africville,geo names db
+,123456789s/18,Area,Little Dutch (Deutsch) Church National Historic Site of Canada,Lieu historique national du Canada de l'Église ®Little Dutch¯,geo names db
+,123456789s/18,Area,Lunenburg Academy National Historic Site of Canada,Lieu historique national du Canada de l'Académie-de-Lunenburg,geo names db
+,123456789s/18,Area,Pictou Academy National Historic Site of Canada,Lieu historique national du Canada de l'Académie-de-Pictou,geo names db
+,123456789s/18,Area,Akins House National Historic Site of Canada,Lieu historique national du Canada de la Maison-Akins,geo names db
+,123456789s/18,Area,Annapolis County Court House National Historic Site of Canada,Lieu historique national du Canada du Palais-de-Justice-du-Comté-d'Annapolis,geo names db
+,123456789s/18,Area,Pictou Railway Station (Intercolonial) National Historic Site of Canada,Lieu historique national du Canada de la Gare-de-l'Intercolonial à Pictou,geo names db
+,123456789s/18,Area,Province House National Historic Site of Canada,Lieu historique national du Canada Province House,geo names db
+,123456789s/18,Area,St. Mary's Basilica National Historic Site of Canada,Lieu historique national du Canada de la Basilique-St. Mary,geo names db
+,123456789s/18,Area,Truro Post Office National Historic Site of Canada,Lieu historique national du Canada du Bureau-de-Poste-de-Truro,geo names db
+,123456789s/18,Area,Antigonish County Court House National Historic Site of Canada,Lieu historique national du Canada du Palais-de-Justice-du-Comté-d'Antigonish,geo names db
+,123456789s/18,Area,Chapman House National Historic Site of Canada,Lieu historique national du Canada de la Maison-Chapman,geo names db
+,123456789s/18,Area,Acacia Grove / Prescott House National Historic Site of Canada,Lieu historique national du Canada Acacia Grove / Maison-Prescott,geo names db
+,123456789s/18,Area,Cast Iron Facade / Coomb's Old English Shoe Store National Historic Site of Canada,Lieu historique national du Canada de l'Ancien-Magasin-de-Chaussures-Anglaises-Coombs,geo names db
+,123456789s/18,Area,Old Barrington Meeting House National Historic Site of Canada,Lieu historique national du Canada Vieux-Temple-de-Barrington,geo names db
+,123456789s/18,Area,Fernwood National Historic Site of Canada,Lieu historique national du Canada Fernwood,geo names db
+,123456789s/18,Area,Government House National Historic Site of Canada,Lieu historique national du Canada de l'Hôtel-du-Gouverneur,geo names db
+,123456789s/18,Area,Hydrostone District National Historic Site of Canada,Lieu historique national du Canada District-Hydrostone,geo names db
+,123456789s/18,Area,Sinclair Inn / Farmer's Hotel National Historic Site of Canada,Lieu historique national du Canada de l'Auberge-Sinclair / Hôtel-Farmer's,geo names db
+,123456789s/18,Area,Granville Block National Historic Site of Canada,Lieu historique national du Canada de l'Ilot-Granville,geo names db
+,123456789s/18,Area,Halifax City Hall National Historic Site of Canada,Lieu historique national du Canada de l'Hôtel-de-Ville-d'Halifax,geo names db
+,123456789s/18,Area,Halifax Court House National Historic Site of Canada,Lieu historique national du Canada du Palais-de-Justice-d'Halifax,geo names db
+,123456789s/18,Area,Halifax Public Gardens National Historic Site of Canada,Lieu historique national du Canada des Jardins-Publics-d'Halifax,geo names db
+,123456789s/18,Area,Halifax Waterfront Buildings National Historic Site of Canada,Lieu historique national du Canada de l'difices-des-Quais-d'Halifax,geo names db
+,123456789s/18,Area,Memorial Tower National Historic Site of Canada,Lieu historique national du Canada de la Tour-Commémorative,geo names db
+,123456789s/18,Area,Chapel Island National Historic Site of Canada,Lieu historique national du Canada de l'île-Chapel,geo names db
+,123456789s/18,Area,Debert Palaeo-Indian Site National Historic Site of Canada,Lieu historique national du Canada du Site-Palo-Autochtone-Debert,geo names db
+,123456789s/18,Area,Halifax Dockyard National Historic Site of Canada,Lieu historique national du Canada du Chantier-Naval-d'Halifax,geo names db
+,123456789s/18,Area,Fort St. Louis National Historic Site of Canada,Lieu historique national du Canada Fort-St-Louis,geo names db
+,123456789s/18,Area,Covenanters' Church National Historic Site of Canada,Lieu historique national du Canada de l'église-des-Covenantaires,geo names db
+,123456789s/18,Area,Fort Saint Marie de Grace National Historic Site of Canada,Lieu historique national du Canada du Fort-Sainte-Marie-de-Grce,geo names db
+,123456789s/18,Area,Annapolis Royal Historic District National Historic Site of Canada,Lieu historique national du Canada de l'Arrondissement-Historique-d'Annapolis Royal,geo names db
+,123456789s/18,Area,Fundy National Park of Canada,Parc national du Canada Fundy,geo names db
+,123456789s/18,Area,Saint John the Baptist Anglican Church,glise anglicane Saint John the Baptist,geo names db
+,123456789s/18,Area,Former Kedgwick Railway Station,Ancienne gare de Kedgwick,geo names db
+,123456789s/18,Area,Melanson Settlement National Historic Site of Canada,Lieu historique national du Canada de l'Établissement-Melanson,geo names db
+,123456789s/18,Area,Saint-Louis Forts and Châteaux National Historic Site of Canada,Lieu historique national du Canada des Forts-et-Châteaux-Saint-Louis,geo names db
+,123456789s/18,Area,Linear Mounds National Historic Site of Canada,Lieu historique national du Canada des Monticules-Linéaires,geo names db
+,123456789s/18,Area,French River,Rivière des Français,geo names db
+,123456789s/18,Area,Saint-Ours Canal National Historic Site of Canada,Lieu historique national du Canada du Canal-de-Saint-Ours,geo names db
+,123456789s/18,Area,Sudbury Training Area,Champ de manoeuvre Sudbury,geo names db
+,123456789s/18,Area,Historic District of Old Québec,Arrondissement historique du Vieux-Québec,geo names db
+,123456789s/18,Area,Lowertown,Basse-ville,geo names db
+,123456789s/18,Area,Pontleroy Creek,Ruisseau Pontleroy,geo names db
+,123456789s/18,Area,Rainy Lake,Lac à la Pluie,geo names db
+,123456789s/18,Area,MOMs Way,Route MOM,geo names db
+,123456789s/18,Area,Arctic Ocean,Océan Arctique,
+,123456789s/18,Area,Atlantic Ocean,Océan Atlantique,
+,123456789s/18,Area,Lake Michigan,Lac Michigan,
+,123456789s/18,Area,Pacific Ocean,Océan Pacifique,
+,123456789s/18,Area,Queen Charlotte Islands,Îles de la Reine-Charlotte,
+,123456789s/18,Area,Centre town,Centre-ville,
+,123456789s/18,Area,Stoney Point,Pointe-aux-Roches,
+,123456789s/18,Area,The Nation,La Nation,
+,123456789s/18,Area,Mount Caubvick,Mont D'Iberville,
+,123456789s/18,Area,Cheeseman Lake,Lac Des Marets,
+,123456789s/18,Area,East Natashquan River,Rivière Natashquan Est,
+,123456789s/18,Area,Indian Pond,Lac Tshipashit,
+,123456789s/18,Area,Kachekaosipou River,Rivière Kachekaosipou,
+,123456789s/18,Area,Napetipi River,Rivière Napetipi,
+,123456789s/18,Area,Natashquan River,Rivière Natashquan,
+,123456789s/18,Area,St. Augustin River,Rivière Saint-Augustin,
+,123456789s/18,Area,Sénécal Lake,Lac Sénécal,
+,123456789s/18,Area,Torngat Mountains,Monts Torngat,
+,123456789s/18,Area,Grand-Reed Creek,Ruisseau Grand Reed,
+,123456789s/18,Area,Kitchen Brook,Cours d'eau Courchesne,
+,123456789s/18,Area,Madawaska River,Rivière Madawaska,
+,123456789s/18,Area,North Branch States Brook,Ruisseau States Nord,
+,123456789s/18,Area,Patapedia River,Rivière Patapédia,
+,123456789s/18,Area,Pollard Brook,Ruisseau Pollard,
+,123456789s/18,Area,Quigley Brook,Ruisseau Quigley,
+,123456789s/18,Area,Verte River,Rivière Verte,
+,123456789s/18,Area,Again River,Rivière Again,
+,123456789s/18,Area,Allumette Lake,Lac aux Allumettes,
+,123456789s/18,Area,Chiyask Bay,Baie Chiyask,
+,123456789s/18,Area,Harricanaw River,Rivière Harricana,
+,123456789s/18,Area,Lower Allumette Lake,Lac aux Allumettes,
+,123456789s/18,Area,Magusi River,Rivière Magusi,
+,123456789s/18,Area,Ministikawatin Peninsula,Péninsule Ministikawatin,
+,123456789s/18,Area,Opimika Narrows,Chenal Opimica,
+,123456789s/18,Area,Piscapecassy River,Rivière Piscapecassy,
+,123456789s/18,Area,Pontiac Creek,Ruisseau Pontiac,
+,123456789s/18,Area,Remprouix Island,Île Remprouix,
+,123456789s/18,Area,Rigaud River,Rivière Rigaud,
+,123456789s/18,Area,Montreal,Montréal,
+,123456789s/18,Area,Quebec City,Québec,
+,123456789s/18,Area,Sept-Iles,Sept-Îles,
+,123456789s/18,Area,Sainte-Therese,Sainte-Thérèse,
+,123456789s/18,Area,Chateauguay,Châteauguay,
+,123456789s/18,Area,Saint-Jerome,Saint-Jérôme,
+,123456789s/18,Area,Trois-Rivieres,Trois-Rivières,
+,123456789s/18,Area,Levis,Lévis,
+,123456789s/18,Area,Monteregie,Montérégie,
+,123456789s/18,Area,Temiscamingue,Témiscamingue,
+,123456789s/18,Area,Cote-Nord,Côte-Nord,
+,123456789s/18,Area,World,Monde,
+,123456789s/18,Area,southern Alberta,le sud de l'Alberta,
+,123456789s/18,Area,northern Alberta,le nord de l'Alberta,
+,123456789s/18,Area,western Alberta,l'ouest de l'Alberta,
+,123456789s/18,Area,eastern Alberta,l'est de l'Alberta,
+,123456789s/18,Area,southern British Columbia,le sud de la Colombie-Britannique,
+,123456789s/18,Area,northern British Columbia,le nord de la Colombie-Britannique,
+,123456789s/18,Area,western British Columbia,l'ouest de la Colombie-Britannique,
+,123456789s/18,Area,eastern British Columbia,l'est de la Colombie-Britannique,
+,123456789s/18,Area,southern Saskatchewan,le sud de la Saskatchewan,
+,123456789s/18,Area,northern Saskatchewan,le nord de la Saskatchewan,
+,123456789s/18,Area,western Saskatchewan,l'ouest de la Saskatchewan,
+,123456789s/18,Area,eastern Saskatchewan,l'est de la Saskatchewan,
+,123456789s/18,Area,southern Manitoba,le sud du Manitoba,
+,123456789s/18,Area,northern Manitoba,le nord du Manitoba,
+,123456789s/18,Area,western Manitoba,l'ouest du Manitoba,
+,123456789s/18,Area,eastern Manitoba,l'est du Manitoba,
+,123456789s/18,Area,southern Ontario,le sud de l'Ontario,
+,123456789s/18,Area,northern Ontario,le nord de l'Ontario,
+,123456789s/18,Area,western Ontario,l'ouest de l'Ontario,
+,123456789s/18,Area,eastern Ontario,l'est de l'Ontario,
+,123456789s/18,Area,southern Quebec,le sud du Québec,
+,123456789s/18,Area,northern Quebec,le nord du Québec,
+,123456789s/18,Area,western Quebec,l'ouest du Québec,
+,123456789s/18,Area,eastern Quebec,l'est du Québec,
+,123456789s/18,Area,southern New Brunswick,le sud du Nouveau-Brunswick,
+,123456789s/18,Area,northern New Brunswick,le nord du Nouveau-Brunswick,
+,123456789s/18,Area,western New Brunswick,l'ouest du Nouveau-Brunswick,
+,123456789s/18,Area,eastern New Brunswick,l'est du Nouveau-Brunswick,
+,123456789s/18,Area,southern Nova Scotia,le sud de la Nouvelle-Écosse,
+,123456789s/18,Area,northern Nova Scotia,le nord de la Nouvelle-Écosse,
+,123456789s/18,Area,western Nova Scotia,l'ouest de la Nouvelle-Écosse,
+,123456789s/18,Area,eastern Nova Scotia,l'est de la Nouvelle-Écosse,
+,123456789s/18,Area,southern Prince Edward Island,le sud de l'Île-du-Prince-Édouard,
+,123456789s/18,Area,northern Prince Edward Island,le nord de l'Île-du-Prince-Édouard,
+,123456789s/18,Area,western Prince Edward Island,l'ouest de l'Île-du-Prince-Édouard,
+,123456789s/18,Area,eastern Prince Edward Island,l'est de l'Île-du-Prince-Édouard,
+,123456789s/18,Area,southern Newfoundland,le sud de Terre-Neuve,
+,123456789s/18,Area,northern Newfoundland,le nord de Terre-Neuve,
+,123456789s/18,Area,western Newfoundland,l'ouest de Terre-Neuve,
+,123456789s/18,Area,eastern Newfoundland,l'est de Terre-Neuve,
+,123456789s/18,Area,Arctic Canada,L'Arctique canadien,
+,123456789s/18,Area,southern Canada,le sud du Canada,
+,123456789s/18,Area,northern Canada,le nord du Canada,
+,123456789s/18,Area,western Canada,l'ouest du Canada,
+,123456789s/18,Area,eastern Canada,l'est du Canada,
+,123456789s/18,Area,Atlantic Canada,Le Canada atlantique,
+,123456789s/18,Area,central Canada,Le Canada central,
+,123456789s/18,Area,Eastern Townships,Cantons de l'Est,
